idx,cow_frac,rice_frac,wheat_frac,food_frac,press_frac,poultry_frac,temperature_C,HRT_days,OLR,converged,q_ch4_avg,pH_final,VFA_final,S_nh3_final,vfa_slope_last5d,ph_slope_last5d,first_instability_day,sim_error,stability_label
42,0.2173883986609779,0.009531389074372187,0.40685672190739786,0.26514316983596503,0.001036900024131965,0.10004342049715516,39.74407082159344,37.14476388736251,6.983365288403188,True,0.1473365794219048,5.686832216507373,5.515742711994316,0.05611420503251902,0.04919364525245662,-0.0015478319522302698,-1,,2
43,0.198976044946942,0.09815996955799403,0.10429805017101297,0.21308981935228838,0.34135406088827036,0.04412205508349241,34.42423659882039,27.9279382472081,3.316713962069949,True,83.26674205765266,7.208457723575999,1.033680983710954,0.04506836239928051,0.04025321412504584,0.004249827899772255,-1,,0
44,0.4042057284608519,0.10241436797100625,0.10894098823402228,0.2014102050359165,0.136956811556387,0.04607189874181608,28.73141002740198,14.256806003447092,5.182799429155803,True,8.106349816956692,6.469416861459727,3.0077135142093994,0.03619263754778627,0.03837774184274699,-0.01565941532966785,-1,,2
45,0.34671337803572316,0.16638868686862954,0.29382904056262377,0.028203755140932756,0.1259412346340113,0.0389239047580795,44.82997919055162,21.463796818616157,4.631753646932902,True,70.35798229484463,6.714255814203385,1.9654991826792612,0.05364672973625707,-0.03690152437585281,-0.010296631152264486,-1,,1
46,0.8427157771995208,0.0011065234095834209,0.016833176835641995,0.0612790628917418,0.0016594270655806286,0.07640603259793129,25.617196799757906,47.07681797652753,3.6112517774721473,True,41.293127851777854,7.107378965521695,1.079837321202328,0.042935387547520514,0.02912697674370999,-0.005567962640637662,-1,,0
47,0.5273434023705933,0.1322268592737215,0.008364844595281985,0.06643627590922825,0.00021874029170491192,0.26540987755947004,28.115261514960157,46.11231932152131,3.0127145411843212,True,46.895011188051285,7.367697586532503,0.6422190716535489,0.04733462137768559,0.004746791064075506,0.017871422390260034,-1,,0
48,0.1687442966542133,0.1304367766930255,0.5095593685418912,0.1833848910258083,5.268772599130348e-05,0.00782197935907031,38.86143476876899,42.485759237835495,5.719303983205722,True,5.072825504883929,6.2266891981779375,3.4800586212767888,0.03951621006233068,0.06123195485707046,0.012031693902770013,-1,,2
49,0.6713982491567893,0.06636216185075956,0.12009306011605654,0.00287218113605765,0.02238780975116141,0.11688653798917567,42.3770525986416,45.86592763549794,2.900553578500509,True,106.30711850182503,7.258877367602375,0.5006288997633146,0.05235477171757454,-0.01565025527105949,-0.02133883900845073,-1,,0
50,0.34922563485668673,0.10916303018270972,0.028013021232606346,0.16338706647757947,0.310071711618728,0.04013953563168962,37.475051902667076,39.193205115978884,4.456350294231239,True,65.15322681807872,6.918264829198891,2.044612958721883,0.04578212703251329,0.003801511170619389,0.004528772837714174,-1,,1
51,0.6454232444916206,0.027385416993956618,0.14159030339698714,0.1838761079719403,0.0005567346145975407,0.0011681925308977927,32.62955158357721,30.147600666453155,2.77502089505675,True,52.998951062086164,7.289066979067227,0.6603734457763508,0.05121800530717219,0.03605466695812261,0.005888422596395486,-1,,0
